"1",1,2472194.17238536,7041599.55494522
"2",1,2471226.00411781,7041621.59497237
"3",1,2470257.65810331,7041619.8336527
"4",1,2469289.79038435,7041594.29869871
"5",1,2468323.05447222,7041545.0514488
"6",1,2467358.09951233,7041472.18652121
"7",1,2466395.56848274,7041375.83130813
"8",1,2465436.09643817,7041256.14531503
"9",1,2464480.3088112,7041113.31935164
"10",1,2463528.81978191,7040947.57458232
"11",1,2462582.23072593,7040759.16144474
"12",1,2461641.12875026,7040548.35844703
"13",1,2460706.08532513,7040315.47085409
"14",1,2459777.65501889,7040060.829275
"15",1,2458856.37434198,7039784.78816358
"16",1,2457942.76070462,7039487.724245
"17",1,2457037.31149193,7039170.03488115
"18",1,2456140.50325866,7038832.13638795
"19",1,2455252.79104477,7038474.46231755
"20",1,2454374.60781193,7038097.46171796
"21",1,2453506.36399987,7037701.59738267
"22",1,2452648.44720051,7037287.34410197
"23",1,2451801.22194688,7036855.18692726
"24",1,2450965.0296131,7036405.61945899
"25",1,2450140.18842066,7035939.14216787
"26",1,2449326.99354598,7035456.26075838
"27",1,2448525.71732332,7034957.48458269
"28",1,2447736.60953687,7034443.32511199
"29",1,2446959.89779541,7033914.29447163
"30",1,2446195.78798282,7033370.9040452
"31",1,2445444.46477726,7032813.66315202
"32",1,2444706.09223209,7032243.07780154
"33",1,2443980.81441149,7031659.64952714
"34",1,2443268.75607369,7031063.87430133
"35",1,2442570.02339499,7030456.24153316
"36",1,2441884.70472813,7029837.23314843
"37",1,2441212.87138829,7029207.32275202
"38",1,2440554.57846093,7028566.97487179
"39",1,2439909.86562559,7027916.64428223
"40",1,2439278.7579902,7027256.77540625
"41",1,2438661.26693095,7026587.80179243
"42",1,2438057.39093303,7025910.14566542
"43",1,2437467.11642798,7025224.21754614
"44",1,2436890.41862379,7024530.41593891
"45",1,2436327.26232435,7023829.12708188
"46",1,2435777.60273501,7023120.72475734
"47",1,2435241.38625169,7022405.57015837
"48",1,2434718.55123117,7021684.01180811
"49",1,2434209.02874039,7020956.38552798
"50",1,2433712.74328333,7020223.01445133
"51",1,2433229.61350384,7019484.20907884
"52",1,2432759.55286356,7018740.26737231
"53",1,2432302.47029384,7017991.47488329
"54",1,2431858.27082136,7017238.10491344
"55",1,2431426.85616685,7016480.41870338
"56",1,2431008.1253168,7015718.66564713
"57",1,2430601.9750683,7014953.08352915
"58",1,2430208.30054701,7014183.89878154
"59",1,2429826.99569863,7013411.32675864
"60",1,2429457.95375439,7012635.57202683
"61",1,2429101.06767093,7011856.82866733
"62",1,2428756.23054536,7011075.28058997
"63",1,2428423.33600614,7010291.10185598
"64",1,2428102.27858044,7009504.45700828
"65",1,2427792.95403907,7008715.50140763
"66",1,2427495.25971941,7007924.38157313
"67",1,2427209.0948277,7007131.23552607
"68",1,2426934.36072111,7006336.19313576
"69",1,2426670.96117084,7005539.37646655
"70",1,2426418.802607,7004740.90012495
"71",1,2426177.79434606,7003940.87160638
"72",1,2425947.84880205,7003139.3916406
"73",1,2425728.88168199,7002336.5545356
