"1",1,2521447.25879027,6986299.27571578
"2",1,2521439.41844567,6987195.19449745
"3",1,2521415.89981344,6988090.83885114
"4",1,2521376.71009754,6988985.93443293
"5",1,2521321.86130213,6989880.20706697
"6",1,2521251.3702279,6990773.38282952
"7",1,2521165.2584669,6991665.18813281
"8",1,2521063.55239593,6992555.34980885
"9",1,2520946.28316849,6993443.59519311
"10",1,2520813.48670518,6994329.65220803
"11",1,2520665.20368275,6995213.24944638
"12",1,2520501.47952165,6996094.11625437
"13",1,2520322.36437204,6996971.98281459
"14",1,2520127.9130985,6997846.58022859
"15",1,2519918.18526322,6998717.64059932
"16",1,2519693.24510772,6999584.89711317
"17",1,2519453.16153319,7000448.08412164
"18",1,2519198.00807939,7001306.9372228
"19",1,2518927.86290211,7002161.19334221
"20",1,2518642.80874926,7003010.59081354
"21",1,2518342.93293549,7003854.8694587
"22",1,2518028.32731545,7004693.77066754
"23",1,2517699.08825568,7005527.03747708
"24",1,2517355.31660507,7006354.4146502
"25",1,2516997.11766397,7007175.64875382
"26",1,2516624.60115192,7007990.48823655
"27",1,2516237.88117411,7008798.68350572
"28",1,2515837.07618632,7009599.98700386
"29",1,2515422.30895873,7010394.15328448
"30",1,2514993.70653829,7011180.93908732
"31",1,2514551.40020976,7011960.1034128
"32",1,2514095.52545556,7012731.40759588
"33",1,2513626.22191422,7013494.61537915
"34",1,2513143.63333764,7014249.4929852
"35",1,2512647.90754705,7014995.80918823
"36",1,2512139.1963877,7015733.33538486
"37",1,2511617.65568242,7016461.84566419
"38",1,2511083.4451838,7017181.11687696
"39",1,2510536.72852534,7017890.92870394
"40",1,2509977.67317126,7018591.06372337
"41",1,2509406.45036524,7019281.3074776
"42",1,2508823.23507798,7019961.44853874
"43",1,2508228.20595356,7020631.27857349
"44",1,2507621.54525476,7021290.59240687
"45",1,2507003.4388072,7021939.18808512
"46",1,2506374.07594245,7022576.86693755
"47",1,2505733.64944003,7023203.4336374
"48",1,2505082.35546833,7023818.69626163
"49",1,2504420.39352455,7024422.46634978
"50",1,2503747.96637359,7025014.55896164
"51",1,2503065.27998595,7025594.79273391
"52",1,2502372.54347459,7026162.98993576
"53",1,2501669.96903096,7026718.97652329
"54",1,2500957.77185991,7027262.58219279
"55",1,2500236.17011386,7027793.64043296
"56",1,2499505.38482591,7028311.98857589
"57",1,2498765.63984217,7028817.46784687
"58",1,2498017.16175318,7029309.92341305
"59",1,2497260.17982452,7029789.20443086
"60",1,2496494.92592656,7030255.16409222
"61",1,2495721.63446346,7030707.65966949
"62",1,2494940.54230134,7031146.55255921
"63",1,2494151.88869577,7031571.70832452
"64",1,2493355.91521844,7031982.9967364
"65",1,2492552.86568319,7032380.2918135
"66",1,2491742.98607131,7032763.47186077
"67",1,2490926.52445622,7033132.41950671
"68",1,2490103.73092746,7033487.02173934
"69",1,2489274.85751409,7033827.1699408
"70",1,2488440.15810748,7034152.75992065
"71",1,2487599.88838359,7034463.69194773
"72",1,2486754.30572458,7034759.87078077
"73",1,2485903.66914003,7035041.20569753
"74",1,2485048.23918759,7035307.6105226
"75",1,2484188.27789314,7035559.00365378
"76",1,2483324.04867056,7035795.30808708
"77",1,2482455.81624104,7036016.45144035
"78",1,2481583.84655199,7036222.36597537
"79",1,2480708.40669557,7036412.98861868
"80",1,2479829.76482687,7036588.26098084
"81",1,2478948.19008182,7036748.12937435
"82",1,2478063.95249469,7036892.54483008
"83",1,2477177.3229154,7037021.46311229
"84",1,2476288.57292657,7037134.84473214
"85",1,2475397.97476032,7037232.65495981
"86",1,2474505.80121489,7037314.86383517
